,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
1936,59780,ES006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",67.0,7309.0,1646777.0,T:Total,Y15-24:From 15 to 24 years,23.5,ICCS0401,1523,Málaga - Marbella,M,Robbery,ES,924.8368176140424,225.3081132849911,6.829617308559528,5.417468857819515,3.157000421150113,4.204692619390966,2017,924.8368176140424,23.5
3776,119917,PT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,2041.0,1731354.0,T:Total,Y15-24:From 15 to 24 years,25.0,ICCS0401,2875,Porto,M,Robbery,PT,1660.5500665952777,848.2871141597257,7.414904191880035,6.743219156505845,3.218875824868201,4.30406509320417,2015,1660.5500665952777,25.0
3020,93796,IT501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",60.0,3266.0,613887.0,T:Total,Y15-24:From 15 to 24 years,8.7,ICCS0401,71,Messina,M,Robbery,IT,115.65646446332956,187.96295162278017,4.750624283901529,5.23624487757365,2.163323025660538,4.0943445622221,2020,115.65646446332956,8.7
2792,86012,IT008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,3863.0,1234997.0,T:Total,Y15-24:From 15 to 24 years,9.6,ICCS0401,455,Bari,M,Robbery,IT,368.42194758367833,319.69893864871864,5.909228878023757,5.767379736225186,2.26176309847379,4.290459441148391,2019,368.42194758367833,9.6
439,16017,CZ002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7188.0,1175025.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS0401,148,Brno,M,Robbery,CZ,125.95476691985276,163.470367278798,4.835922849798592,5.096631734026348,1.0986122886681098,4.418840607796598,2016,125.95476691985276,3.0
2904,89820,IT012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,3096.0,922857.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,247,Verona,M,Robbery,IT,267.6471002549691,298.0804263565892,5.589669322687554,5.69736333719508,1.4816045409242156,4.718498871295094,2019,267.6471002549691,4.4
4128,130222,SE002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",121.0,28778.0,1690782.0,T:Total,Y15-24:From 15 to 24 years,18.3,ICCS0401,1586,Göteborg,M,Robbery,SE,938.027492604014,58.7525887830982,6.843779258389082,4.073335216446623,2.9069010598473755,4.795790545596741,2018,938.027492604014,18.3
81,2625,AT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0401,225,Linz,M,Robbery,AT,279.2360102758852,182.9632152588556,5.632057339204273,5.209285123121851,1.589235205116581,4.934473933130692,2020,279.2360102758852,4.9
2534,75884,HU_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",55.0,63854.0,4807681.0,T:Total,Y15-24:From 15 to 24 years,17.9,ICCS0401,272,Non-metropolitan regions in Hungary,N,Robbery,HU,56.57613306706497,75.29177498668838,4.035587219017944,4.321370898915368,2.884800712846709,4.007333185232471,2018,56.57613306706497,17.9
1840,57484,ES002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,7729.0,5635100.0,T:Total,Y15-24:From 15 to 24 years,74.8,ICCS0401,15249,Barcelona,M,Robbery,ES,2706.0744263633296,729.0852632940872,7.903254312551809,6.591790684420607,4.314817884980432,4.605170185988092,2020,2706.0744263633296,74.8
3381,107647,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",159.0,1449.0,1284504.0,T:Total,Y15-24:From 15 to 24 years,8.1,ICCS0401,440,Utrecht,N,Robbery,NL,342.5446709391329,886.4761904761905,5.836402075297194,6.787254267258705,2.091864061678393,5.068904202220232,2017,342.5446709391329,8.1
3372,107482,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",163.0,1449.0,1253672.0,T:Total,Y15-24:From 15 to 24 years,12.7,ICCS0401,653,Utrecht,N,Robbery,NL,520.869892603488,865.1980676328502,6.255500284277675,6.7629584606423485,2.5416019934645457,5.093750200806762,2014,520.869892603488,12.7
4239,133399,SI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",71.0,2170.0,322058.0,T:Total,Y15-24:From 15 to 24 years,1.5,ICCS0401,35,Maribor,M,Robbery,SI,108.67607697992288,148.41382488479263,4.68837168692396,5.000004485995222,0.4054651081081644,4.262679877041316,2018,108.67607697992288,1.5
2488,74428,HR005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",50.0,4540.0,448153.0,T:Total,Y15-24:From 15 to 24 years,2.7,ICCS0401,95,Split,M,Robbery,HR,211.98117607156485,98.71211453744492,5.356497478614499,4.592207679914922,0.9932517730102834,3.912023005428146,2020,211.98117607156485,2.7
2033,62150,ES010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3640.0,869111.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS0401,842,Palma de Mallorca,M,Robbery,ES,968.8060558432696,238.76675824175825,6.876064443089773,5.475487168486041,2.694627180770069,4.61512051684126,2014,968.8060558432696,14.8
2435,72730,FI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,14613.0,515095.0,T:Total,Y15-24:From 15 to 24 years,5.7,ICCS0401,158,Tampere,M,Robbery,FI,306.7395334841146,35.24909327311298,5.725998962337714,3.5624398061788742,1.7404661748405046,4.61512051684126,2019,306.7395334841146,5.7
4254,133712,SI_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,15769.0,1205000.0,T:Total,Y15-24:From 15 to 24 years,7.2,ICCS0401,59,Non-metropolitan regions in Slovenia,N,Robbery,SI,48.96265560165975,76.41575242564525,3.891057876963101,4.3361888585013055,1.9740810260220096,4.276666119016055,2015,48.96265560165975,7.2
3056,94868,IT503M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",126.0,3448.0,445394.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS0401,181,Parma,M,Robbery,IT,406.381765358312,129.1745939675174,6.0072930265527,4.861164930893816,1.1314021114911006,4.836281906951478,2015,406.381765358312,3.1
2736,84108,IT006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",118.0,1834.0,831172.0,T:Total,Y15-24:From 15 to 24 years,3.8,ICCS0401,361,Genova,M,Robbery,IT,434.3264691303364,453.2017448200654,6.07379648433416,6.116337379146584,1.33500106673234,4.770684624465665,2019,434.3264691303364,3.8
2972,92012,IT029M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,4786.0,1265077.0,T:Total,Y15-24:From 15 to 24 years,13.0,ICCS0401,568,Brescia,M,Robbery,IT,448.98452821448814,264.328666945257,6.106988428828927,5.57719327938818,2.5649493574615367,4.709530201312334,2015,448.98452821448814,13.0
2234,67092,ES022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",77.0,4494.0,950273.0,T:Total,Y15-24:From 15 to 24 years,14.9,ICCS0401,398,Vigo,M,Robbery,ES,418.8270107642751,211.4537160658656,6.037457972533332,5.354006137970106,2.7013612129514133,4.343805421853684,2014,418.8270107642751,14.9
3128,97436,IT511M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,2746.0,1107159.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0401,308,Bergamo,M,Robbery,IT,278.1894922048233,403.1897305171158,5.628302508124767,5.999407246485164,1.62924053973028,4.718498871295094,2019,278.1894922048233,5.1
2013,61642,ES009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,8110.0,524819.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS0401,107,Valladolid,M,Robbery,ES,203.87981380247285,64.71257706535141,5.31753067220123,4.169955573115492,1.5040773967762742,4.564348191467836,2016,203.87981380247285,4.5
404,14312,CY001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,9253.0,864236.0,T:Total,Y15-24:From 15 to 24 years,7.6,ICCS0401,73,Lefkosia,M,Robbery,CY,84.46766855349696,93.40062682373284,4.436368840476488,4.536898056387147,2.028148247292285,4.51085950651685,2018,84.46766855349696,7.6
1805,56602,ES001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",124.0,8031.0,6549520.0,T:Total,Y15-24:From 15 to 24 years,58.3,ICCS0401,14268,Madrid,M,Robbery,ES,2178.4802550415907,815.5298219399825,7.686382781959659,6.703837990294935,4.065602093356446,4.820281565605037,2018,2178.4802550415907,58.3
2017,61754,ES009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,8110.0,523216.0,T:Total,Y15-24:From 15 to 24 years,3.6,ICCS0401,115,Valladolid,M,Robbery,ES,219.79450169719576,64.51491985203452,5.3926930266302335,4.166896512587832,1.2809338454620642,4.584967478670572,2017,219.79450169719576,3.6
2960,91724,IT028M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,2144.0,933867.0,T:Total,Y15-24:From 15 to 24 years,5.4,ICCS0401,274,Padova,M,Robbery,IT,293.4036645475212,435.5722947761194,5.681549355567901,6.076660786593751,1.6863989535702288,4.718498871295094,2019,293.4036645475212,5.4
463,16689,CZ003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1213311.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS0401,293,Ostrava,M,Robbery,CZ,241.4879614542356,223.44585635359115,5.486819622799338,5.409169131254022,1.8082887711792652,4.290459441148391,2016,241.4879614542356,6.1
3399,108028,NL005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1458.0,756615.0,T:Total,Y15-24:From 15 to 24 years,6.7,ICCS0401,395,Eindhoven,N,Robbery,NL,522.0620791287511,518.940329218107,6.257786506345564,6.251788903951229,1.9021075263969205,4.983606621708336,2016,522.0620791287511,6.7
1674,51608,DK003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3479.0,486709.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,166,Odense,M,Robbery,DK,341.0662223217569,139.89910893935038,5.832076658786127,4.940921512382748,1.6094379124341005,4.59511985013459,2014,341.0662223217569,5.0
2439,72842,FI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",107.0,14613.0,517666.0,T:Total,Y15-24:From 15 to 24 years,6.8,ICCS0401,155,Tampere,M,Robbery,FI,299.42086210027315,35.4250325053035,5.701850149251642,3.567418703157226,1.916922612182061,4.672828834461906,2020,299.42086210027315,6.8
261,8949,BE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",86.0,1186.0,818437.0,T:Total,Y15-24:From 15 to 24 years,6.7,ICCS0401,1992,Liège,M,Robbery,BE,2433.9075579427617,690.0817875210793,7.797253293345035,6.536810123206112,1.9021075263969205,4.454347296253507,2017,2433.9075579427617,6.7
2596,79348,IT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",126.0,5363.0,4263542.0,T:Total,Y15-24:From 15 to 24 years,26.8,ICCS0401,2588,Roma,M,Robbery,IT,607.0070378103464,794.9919820995711,6.408540385408011,6.678332029194129,3.288401887516811,4.836281906951478,2019,607.0070378103464,26.8
3345,106765,NL001M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,418.0,1093212.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0401,656,s' Gravenhage,N,Robbery,NL,600.0665927560253,2615.33971291866,6.397040636984151,7.869149277399456,1.791759469228055,4.875197323201151,2018,600.0665927560253,6.0
177,6009,BE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-24:From 15 to 24 years,18.7,ICCS0401,7296,Bruxelles / Brussel,M,Robbery,BE,2217.5981733993995,1227.171204774338,7.704179985311713,7.11246696617077,2.928523523860541,5.010635294096256,2019,2217.5981733993995,18.7
5,893,AT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,8817.0,2720557.0,T:Total,Y15-24:From 15 to 24 years,24.7,ICCS0401,2449,Wien,M,Robbery,AT,900.1833080505206,308.55812634683,6.802598418196939,5.731910241632476,3.2068032436339315,4.948759890378168,2015,900.1833080505206,24.7
2362,70336,ES522M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",56.0,7436.0,1254728.0,T:Total,Y15-24:From 15 to 24 years,17.3,ICCS0401,602,Cádiz,M,Robbery,ES,479.7852602316996,168.73695535233998,6.173338629282808,5.128341025148952,2.8507065015037334,4.02535169073515,2020,479.7852602316996,17.3
311,11101,BG002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",39.0,5961.0,675586.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS0401,158,Plovdiv,M,Robbery,BG,233.87103936434443,113.33433987585975,5.454769849611069,4.730342210160245,1.5040773967762742,3.6635616461296463,2015,233.87103936434443,4.5
2179,65702,ES019M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,2212.0,1134514.0,T:Total,Y15-24:From 15 to 24 years,7.0,ICCS0401,1302,Bilbao,M,Robbery,ES,1147.6279710959936,512.8905967450271,7.0454524573689055,6.240062560721658,1.9459101490553128,4.727387818712341,2017,1147.6279710959936,7.0
1658,51212,DK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,5842.0,875084.0,T:Total,Y15-24:From 15 to 24 years,8.3,ICCS0401,286,Århus,M,Robbery,DK,326.8257675834548,149.79185210544335,5.78942720805208,5.00924667778436,2.1162555148025524,4.74493212836325,2017,326.8257675834548,8.3
2276,68124,ES025M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",76.0,2034.0,933402.0,T:Total,Y15-24:From 15 to 24 years,11.7,ICCS0401,682,Santa Cruz de Tenerife,M,Robbery,ES,730.6605299752947,458.89970501474926,6.593948960608087,6.128831678591144,2.4595888418037104,4.330733340286331,2018,730.6605299752947,11.7
2896,89484,IT012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,3096.0,921557.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,319,Verona,M,Robbery,IT,346.1533035938092,297.66052971576227,5.846881750899984,5.695953675139517,1.7227665977411035,4.7535901911063645,2017,346.1533035938092,5.6
1738,52952,DK_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,22946.0,1770423.0,T:Total,Y15-24:From 15 to 24 years,14.9,ICCS0401,405,Non-metropolitan regions in Denmark,N,Robbery,DK,228.75888982463516,77.15606205874663,5.432668566021855,4.345830150689871,2.7013612129514133,4.718498871295094,2016,228.75888982463516,14.9
185,6241,BE002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1024987.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0401,2188,Antwerpen,M,Robbery,BE,2134.6612200935238,1020.9033864541832,7.666063233958758,6.928443187295713,1.62924053973028,4.997212273764115,2014,2134.6612200935238,5.1
2370,70439,ES_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,351664.0,11625311.0,T:Total,Y15-24:From 15 to 24 years,203.0,ICCS0401,7682,Non-metropolitan regions in Spain,N,Robbery,ES,660.7995261374083,33.05800707493516,6.493450505102105,3.498263808510964,5.313205979041787,4.406719247264253,2015,660.7995261374083,203.0
3132,97604,IT511M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,2746.0,1108126.0,T:Total,Y15-24:From 15 to 24 years,4.2,ICCS0401,304,Bergamo,M,Robbery,IT,274.3370338752092,403.5418790968682,5.614357401135026,6.000280271907553,1.4350845252893227,4.68213122712422,2020,274.3370338752092,4.2
3852,122045,PT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,82835.0,5270488.0,T:Total,Y15-24:From 15 to 24 years,38.2,ICCS0401,2164,Non-metropolitan regions in Portugal,N,Robbery,PT,410.588165649936,63.62634152230338,6.017590682079688,4.15302755947832,3.6428355156125294,4.189654742026425,2020,410.588165649936,38.2
1998,61320,ES008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",71.0,1560.0,865756.0,T:Total,Y15-24:From 15 to 24 years,14.9,ICCS0401,629,Las Palmas,M,Robbery,ES,726.5326489218671,554.9717948717948,6.5882834220169,6.318917292404232,2.7013612129514133,4.262679877041316,2019,726.5326489218671,14.9
508,17949,CZ_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,44016.0,4998245.0,T:Total,Y15-24:From 15 to 24 years,22.8,ICCS0401,868,Non-metropolitan regions in Czech Republic,N,Robbery,CZ,173.66095499520333,113.5551844783715,5.157104863841168,4.7322889256191,3.126760535960395,4.248495242049359,2015,173.66095499520333,22.8
1754,53815,EE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,4338.0,590981.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0401,86,Tallinn,M,Robbery,EE,145.52075278223836,136.23351775011523,4.980318707246503,4.914370455584459,0.8754687373538999,4.736198448394496,2018,145.52075278223836,2.4
